55.942,-12.580,274.591
56.146,-12.629,274.578
56.348,-12.633,274.586
56.149,-12.598,274.954
55.949,-12.583,275.515
55.738,-12.561,276.067
55.527,-12.536,276.388
55.320,-12.507,276.517
55.106,-12.476,276.707
54.903,-12.449,276.929
54.693,-12.419,277.247
54.476,-12.390,277.601
54.256,-12.358,277.890
54.054,-12.327,278.016
53.844,-12.295,277.972
53.627,-12.260,277.901
53.426,-12.227,277.872
53.217,-12.195,278.004
53.000,-12.163,278.274
52.777,-12.131,278.526
52.576,-12.099,278.716
52.371,-12.066,278.905
52.161,-12.032,279.079
51.945,-11.996,279.209
51.725,-11.959,279.258
51.499,-11.919,279.272
51.270,-11.879,279.299
51.071,-11.844,279.302
50.871,-11.809,279.300
50.670,-11.773,279.288
50.468,-11.738,279.278
50.265,-11.702,279.263
50.060,-11.666,279.237
49.856,-11.630,279.202
49.652,-11.594,279.184
49.447,-11.558,279.168
49.242,-11.523,279.174
49.037,-11.487,279.176
48.831,-11.450,279.143
48.623,-11.413,279.102
48.414,-11.376,279.077
48.203,-11.338,279.070
47.991,-11.301,279.056
47.776,-11.263,279.050
47.560,-11.226,279.030
47.342,-11.187,279.010
47.122,-11.147,278.985
46.901,-11.108,278.961
46.678,-11.069,278.954
46.454,-11.029,278.934
46.228,-10.988,278.899
46.001,-10.948,278.860
45.772,-10.907,278.839
45.543,-10.866,278.838
45.312,-10.826,278.832
45.080,-10.785,278.824
44.847,-10.744,278.801
44.612,-10.702,278.789
44.415,-10.668,278.773
44.217,-10.632,278.741
44.018,-10.597,278.712
43.818,-10.561,278.710
43.617,-10.525,278.739
43.416,-10.491,278.800
43.216,-10.456,278.875
43.015,-10.422,278.954
42.817,-10.387,279.037
42.581,-10.345,279.139
42.349,-10.304,279.258
42.120,-10.262,279.416
41.893,-10.220,279.554
41.668,-10.178,279.667
41.445,-10.135,279.751
41.225,-10.092,279.792
41.007,-10.048,279.807
40.790,-10.004,279.804
40.572,-9.961,279.804
40.355,-9.917,279.784
40.137,-9.874,279.746
39.918,-9.830,279.682
39.697,-9.786,279.597
39.473,-9.741,279.518
39.246,-9.696,279.428
39.018,-9.652,279.357
38.788,-9.608,279.287
38.556,-9.564,279.215
38.324,-9.520,279.143
38.092,-9.477,279.066
37.863,-9.436,279.014
37.635,-9.395,278.956
37.410,-9.354,278.860
37.186,-9.313,278.758
36.965,-9.272,278.639
36.746,-9.232,278.573
36.531,-9.195,278.521
36.318,-9.158,278.481
36.108,-9.122,278.426
35.899,-9.086,278.346
35.692,-9.050,278.261
35.485,-9.014,278.196
35.279,-8.979,278.114
35.073,-8.944,278.038
34.866,-8.909,277.969
34.659,-8.874,277.886
34.449,-8.839,277.844
34.237,-8.805,277.807
34.024,-8.772,277.770
33.809,-8.737,277.726
33.595,-8.702,277.701
33.381,-8.669,277.744
33.168,-8.636,277.866
32.956,-8.603,278.035
32.747,-8.571,278.254
32.539,-8.538,278.481
32.335,-8.505,278.723
32.133,-8.472,278.946
31.935,-8.438,279.171
31.709,-8.398,279.419
31.486,-8.358,279.671
31.267,-8.317,279.925
31.051,-8.276,280.174
30.835,-8.234,280.418
30.621,-8.191,280.622
30.407,-8.146,280.840
30.191,-8.101,281.066
29.973,-8.056,281.366
29.754,-8.010,281.685
29.533,-7.963,281.993
29.309,-7.913,282.297
29.083,-7.862,282.639
28.888,-7.817,282.994
28.691,-7.772,283.388
28.493,-7.725,283.815
28.296,-7.677,284.283
28.099,-7.627,284.762
27.903,-7.575,285.257
27.707,-7.523,285.780
27.510,-7.469,286.322
27.314,-7.413,286.841
27.118,-7.355,287.351
26.923,-7.295,287.877
26.728,-7.233,288.388
26.533,-7.169,288.911
26.338,-7.103,289.475
26.144,-7.036,290.019
25.950,-6.966,290.554
25.757,-6.895,291.128
25.566,-6.823,291.734
25.376,-6.749,292.372
25.187,-6.674,293.034
24.998,-6.598,293.721
24.810,-6.518,294.459
24.623,-6.435,295.204
24.436,-6.351,296.022
24.249,-6.264,296.920
24.063,-6.176,297.896
23.878,-6.085,298.910
23.694,-5.990,299.930
23.512,-5.893,301.018
23.332,-5.793,302.227
23.154,-5.691,303.562
22.978,-5.587,304.988
22.806,-5.478,306.440
22.636,-5.365,307.896
22.471,-5.250,309.382
22.285,-5.112,311.110
22.106,-4.971,312.797
21.933,-4.826,314.473
21.767,-4.677,316.125
21.606,-4.524,317.743
21.450,-4.367,319.358
21.300,-4.208,320.999
21.154,-4.044,322.562
21.014,-3.877,324.076
20.879,-3.706,325.557
20.748,-3.531,326.926
20.622,-3.353,328.164
20.500,-3.172,329.317
20.382,-2.988,330.414
20.269,-2.802,331.465
20.158,-2.614,332.534
20.050,-2.424,333.618
19.945,-2.233,334.695
19.844,-2.043,335.793
19.748,-1.853,336.895
19.655,-1.664,338.042
19.567,-1.475,339.266
19.482,-1.286,340.480
19.402,-1.096,341.660
19.326,-0.903,342.865
19.253,-0.710,344.060
19.185,-0.514,345.250
19.120,-0.315,346.454
19.059,-0.115,347.692
19.001,0.089,348.913
18.948,0.295,350.164
18.898,0.506,351.406
18.853,0.720,352.662
18.812,0.939,353.953
18.775,1.163,355.286
18.744,1.389,356.651
18.717,1.619,358.109
18.695,1.850,359.634
18.681,2.051,0.938
18.671,2.253,2.257
18.666,2.456,3.568
18.667,2.660,4.857
18.674,2.863,6.170
18.683,3.067,7.489
18.697,3.271,8.833
18.717,3.476,10.182
18.742,3.682,11.498
18.773,3.889,12.815
18.808,4.097,14.143
18.848,4.305,15.468
18.894,4.513,16.763
18.945,4.722,17.999
19.002,4.931,19.162
19.063,5.139,20.303
19.129,5.347,21.396
19.200,5.554,22.413
19.276,5.761,23.360
19.355,5.967,24.259
19.439,6.171,25.157
19.526,6.375,26.036
19.616,6.577,26.862
19.708,6.777,27.739
19.802,6.975,28.614
19.898,7.170,29.528
19.997,7.364,30.396
20.098,7.557,31.245
20.203,7.746,32.072
20.311,7.933,32.880
20.419,8.115,33.690
20.527,8.294,34.529
20.637,8.470,35.356
20.748,8.641,36.155
20.860,8.809,36.910
20.974,8.974,37.664
21.108,9.162,38.567
21.242,9.346,39.426
21.380,9.526,40.203
21.520,9.704,40.907
21.662,9.880,41.546
21.808,10.054,42.184
21.955,10.227,42.847
22.104,10.400,43.558
22.256,10.573,44.284
22.411,10.744,44.957
22.571,10.914,45.642
22.710,11.059,46.265
22.851,11.204,46.966
22.994,11.349,47.688
23.139,11.491,48.364
23.287,11.632,49.027
23.438,11.771,49.691
23.591,11.910,50.373
23.747,12.048,51.089
23.905,12.186,51.823
24.066,12.322,52.535
24.230,12.456,53.207
24.397,12.587,53.861
24.567,12.718,54.571
24.738,12.848,55.286
24.912,12.976,56.001
25.088,13.103,56.704
25.268,13.228,57.419
25.451,13.352,58.135
25.635,13.474,58.874
25.823,13.595,59.625
26.013,13.713,60.363
26.205,13.829,61.096
26.400,13.943,61.833
26.597,14.055,62.542
26.797,14.164,63.268
27.000,14.273,64.014
27.206,14.379,64.761
27.412,14.482,65.543
27.618,14.583,66.341
27.823,14.679,67.098
28.028,14.771,67.809
28.234,14.860,68.519
28.441,14.946,69.233
28.649,15.029,69.936
28.857,15.111,70.654
29.067,15.190,71.370
29.279,15.266,72.060
29.493,15.340,72.737
29.708,15.412,73.404
29.925,15.481,74.065
30.144,15.547,74.714
30.362,15.612,75.402
30.581,15.674,76.079
30.801,15.733,76.730
31.021,15.790,77.362
31.243,15.844,78.015
31.466,15.895,78.738
31.689,15.946,79.498
31.913,15.995,80.259
32.139,16.040,80.998
32.366,16.082,81.703
32.593,16.120,82.412
32.820,16.156,83.158
33.045,16.190,83.968
33.269,16.221,84.828
33.489,16.249,85.649
33.708,16.272,86.402
33.927,16.291,87.140
34.144,16.307,87.887
34.361,16.320,88.635
34.576,16.331,89.391
34.791,16.340,90.129
35.004,16.344,90.846
35.217,16.346,91.581
35.429,16.345,92.306
35.642,16.342,93.031
35.856,16.336,93.772
36.070,16.328,94.518
36.283,16.316,95.238
36.497,16.302,95.886
36.712,16.285,96.513
36.927,16.265,97.040
37.144,16.241,97.476
37.361,16.214,97.826
37.579,16.186,98.098
37.799,16.156,98.290
38.021,16.124,98.412
38.245,16.091,98.481
38.471,16.057,98.510
38.698,16.022,98.524
38.925,15.988,98.541
39.151,15.954,98.557
39.375,15.921,98.561
39.598,15.887,98.554
39.820,15.854,98.552
40.041,15.821,98.565
40.263,15.789,98.582
40.485,15.756,98.585
40.706,15.723,98.579
40.926,15.690,98.594
41.147,15.657,98.651
41.368,15.625,98.703
41.591,15.592,98.774
41.814,15.557,98.865
42.037,15.523,98.973
42.261,15.489,99.115
42.487,15.454,99.248
42.713,15.418,99.370
42.941,15.381,99.466
43.169,15.343,99.549
43.396,15.304,99.650
43.623,15.264,99.754
43.849,15.225,99.839
44.073,15.186,99.855
44.296,15.146,99.825
44.518,15.105,99.795
44.741,15.065,99.775
44.964,15.024,99.742
45.185,14.983,99.703
