7.684,-13.797,166.245,0
7.739,-13.997,163.707,0
7.794,-14.197,162.048,0
7.858,-14.397,160.576,0
7.932,-14.598,159.554,0
7.997,-14.798,159.049,0
8.071,-14.987,158.851,0
8.145,-15.188,158.906,0
8.219,-15.388,159.115,0
8.293,-15.599,159.302,0
8.367,-15.811,159.521,0
8.441,-16.011,159.84,0
8.505,-16.211,159.939,0
8.58,-16.401,160.093,0
8.644,-16.601,159.95,0
8.709,-16.801,159.851,0
8.783,-16.99,159.675,0
8.857,-17.191,159.5,0
8.921,-17.391,159.302,0
8.996,-17.58,159.137,0
9.07,-17.781,159.06,0
9.144,-17.97,159.093,0
9.218,-18.17,159.06,0
9.292,-18.37,159.005,0
9.356,-18.571,159.027,0
9.431,-18.76,159.049,0
9.505,-18.949,159.049,0
9.579,-19.15,159.027,0
