-35.502,-26.735,269.033,0
-35.703,-26.713,269.044,0
-35.904,-26.725,268.978,0
-36.105,-26.726,268.934,0
-36.315,-26.727,268.934,0
-36.535,-26.739,268.934,0
-36.736,-26.739,268.945,0
-36.937,-26.74,268.978,0
-37.138,-26.752,269,0
-37.349,-26.753,269.033,0
-37.568,-26.754,269.055,0
-37.778,-26.755,269.044,0
-37.989,-26.756,269.044,0
-38.208,-26.767,269.077,0
-38.437,-26.768,269.099,0
-38.656,-26.769,269.099,0
-38.885,-26.781,269.11,0
-39.123,-26.782,269.165,0
-39.351,-26.783,269.275,0
-39.58,-26.784,269.341,0
-39.808,-26.796,269.297,0
-40.028,-26.797,269.33,0
-40.247,-26.798,269.308,0
-40.467,-26.799,269.286,0
-40.686,-26.8,269.429,0
-40.906,-26.8,269.67,0
-41.134,-26.801,269.824,0
-41.354,-26.802,269.758,0
-41.573,-26.803,269.714,0
-41.793,-26.793,269.703,0
-42.003,-26.794,269.736,0
-42.222,-26.795,269.868,0
-42.451,-26.795,269.978,0
-42.68,-26.796,269.934,0
-42.908,-26.797,269.901,0
-43.137,-26.798,269.956,0
-43.338,-26.788,270.022,0
-43.539,-26.789,270.066,0
-43.74,-26.79,270.077,0
-43.951,-26.79,270.11,0
-44.161,-26.791,270.154,0
-44.371,-26.792,270.176,0
-44.591,-26.782,270.176,0
-44.81,-26.783,270.187,0
-45.03,-26.784,270.209,0
-45.258,-26.773,270.231,0
-45.496,-26.774,270.264,0
-45.734,-26.775,270.297,0
-45.972,-26.765,270.33,0
-46.209,-26.766,270.352,0
-46.447,-26.767,270.363,0
-46.648,-26.768,270.352,0
-46.859,-26.758,270.352,0
-47.078,-26.759,270.374,0
-47.316,-26.748,270.406,0
-47.517,-26.749,270.428,0
-47.764,-26.75,270.45,0
-47.965,-26.751,270.483,0
-48.212,-26.741,270.516,0
-48.413,-26.742,270.538,0
-48.615,-26.742,270.549,0
-48.816,-26.743,270.56,0
-49.054,-26.733,270.593,0
-49.255,-26.734,270.637,0
-49.456,-26.735,270.692,0
-49.657,-26.724,270.758,0
-49.867,-26.725,270.824,0
-50.069,-26.726,270.89,0
-50.279,-26.716,270.967,0
-50.48,-26.717,271.055,0
-50.681,-26.717,271.154,0
-50.892,-26.707,271.23,0
-51.093,-26.708,271.329,0
-51.303,-26.698,271.428,0
-51.504,-26.687,271.527,0
-51.715,-26.688,271.626,0
-51.925,-26.678,271.725,0
-52.126,-26.679,271.824,0
-52.337,-26.669,271.945,0
-52.547,-26.658,272.065,0
-52.748,-26.648,272.186,0
-52.968,-26.638,272.296,0
-53.178,-26.639,272.406,0
-53.388,-26.628,272.516,0
-53.599,-26.618,272.626,0
-53.818,-26.608,272.747,0
-54.029,-26.598,272.867,0
-54.239,-26.587,272.999,0
-54.458,-26.577,273.12,0
-54.669,-26.556,273.263,0
-54.879,-26.546,273.395,0
-55.099,-26.535,273.527,0
-55.318,-26.525,273.647,0
-55.538,-26.504,273.768,0
-55.748,-26.494,273.9,0
-55.959,-26.483,274.043,0
-56.178,-26.462,274.197,0
-56.388,-26.452,274.34,0
-56.599,-26.431,274.482,0
-56.818,-26.409,274.614,0
-57.029,-26.399,274.735,0
-57.267,-26.378,274.856,0
-57.477,-26.356,274.966,0
-57.706,-26.335,275.065,0
-57.925,-26.314,275.12,0
-58.145,-26.293,275.142,0
-58.383,-26.271,275.109,0
-58.602,-26.261,275.032,0
-58.831,-26.24,274.922,0
-59.05,-26.218,274.768,0
-59.261,-26.197,274.581,0
-59.489,-26.187,274.362,0
-59.718,-26.166,274.109,0
-59.938,-26.155,273.812,0
-60.166,-26.145,273.494,0
-60.377,-26.135,273.131,0
-60.605,-26.114,272.758,0
-60.834,-26.104,272.417,0
-61.072,-26.093,272.098,0
-61.3,-26.094,271.791,0
-61.529,-26.084,271.494,0
-61.767,-26.074,271.219,0
-61.977,-26.075,270.945,0
-62.215,-26.076,270.703,0
-62.453,-26.066,270.549,0
-62.69,-26.067,270.428,0
-62.937,-26.068,270.33,0
-63.175,-26.069,270.231,0
-63.422,-26.07,270.176,0
-63.66,-26.071,270.143,0
-63.888,-26.071,270.11,0
-64.135,-26.061,270.077,0
-64.364,-26.062,270.044,0
-64.611,-26.063,270.033,0
-64.849,-26.064,270.033,0
-65.095,-26.065,270.044,0
-65.333,-26.066,270.044,0
-65.562,-26.067,270.055,0
-65.79,-26.068,270.033,0
-66.019,-26.069,270.011,0
-66.239,-26.059,270,0
-66.467,-26.06,270,0
-66.705,-26.06,270.011,0
-66.933,-26.061,270.033,0
-67.153,-26.062,270.033,0
-67.372,-26.063,270.033,0
-67.61,-26.064,270,0
-67.83,-26.065,269.967,0
-68.058,-26.066,269.923,0
-68.287,-26.067,269.879,0
-68.506,-26.068,269.846,0
-68.735,-26.069,269.813,0
-68.954,-26.069,269.78,0
-69.192,-26.07,269.736,0
-69.43,-26.071,269.692,0
-69.649,-26.072,269.648,0
-69.896,-26.073,269.615,0
-70.125,-26.074,269.561,0
-70.363,-26.075,269.495,0
-70.591,-26.076,269.418,0
-70.82,-26.077,269.352,0
-71.058,-26.078,269.297,0
-71.286,-26.079,269.242,0
-71.515,-26.091,269.187,0
-71.752,-26.092,269.132,0
-71.981,-26.093,269.077,0
-72.228,-26.094,269.033,0
-72.447,-26.106,268.978,0
-72.685,-26.107,268.934,0
-72.905,-26.107,268.89,0
-73.133,-26.119,268.835,0
-73.371,-26.12,268.813,0
-73.609,-26.121,268.792,0
-73.865,-26.122,268.781,0
-74.102,-26.134,268.781,0
-74.34,-26.135,268.77,0
-74.587,-26.136,268.77,0
-74.843,-26.148,268.77,0
-75.044,-26.149,268.781,0
-75.309,-26.15,268.802,0
-75.565,-26.151,268.824,0
-75.794,-26.163,268.846,0
-76.041,-26.164,268.868,0
-76.288,-26.165,268.901,0
-76.516,-26.177,268.934,0
-76.736,-26.178,268.978,0
-76.964,-26.179,269,0
-77.184,-26.191,269.011,0
-77.403,-26.192,269.033,0
-77.623,-26.193,269.055,0
-77.842,-26.194,269.099,0
-78.071,-26.206,269.154,0
-78.281,-26.206,269.209,0
-78.501,-26.207,269.264,0
-78.72,-26.208,269.308,0
-78.94,-26.209,269.363,0
-79.168,-26.21,269.44,0
-79.378,-26.211,269.517,0
-79.598,-26.212,269.594,0
-79.817,-26.224,269.692,0
-80.037,-26.225,269.78,0
-80.256,-26.225,269.846,0
-80.467,-26.226,269.923,0
-80.686,-26.216,269.989,0
-80.906,-26.217,270.066,0
-81.116,-26.218,270.165,0
-81.335,-26.219,270.242,0
-81.555,-26.219,270.297,0
-81.774,-26.22,270.341,0
-81.994,-26.221,270.374,0
-82.204,-26.222,270.428,0
-82.433,-26.212,270.472,0
-82.652,-26.213,270.505,0
-82.872,-26.214,270.527,0
-83.1,-26.215,270.56,0
-83.32,-26.204,270.593,0
-83.548,-26.205,270.637,0
-83.768,-26.206,270.659,0
-84.006,-26.196,270.681,0
-84.207,-26.197,270.692,0
-84.435,-26.198,270.692,0
-84.664,-26.199,270.714,0
-84.883,-26.188,270.736,0
-85.121,-26.189,270.78,0
-85.35,-26.19,270.813,0
-85.588,-26.18,270.824,0
-85.825,-26.181,270.824,0
-86.072,-26.182,270.813,0
-86.319,-26.172,270.802,0
-86.557,-26.173,270.813,0
-86.804,-26.163,270.835,0
-87.051,-26.164,270.857,0
-87.298,-26.165,270.879,0
-87.554,-26.155,270.89,0
-87.801,-26.156,270.89,0
-88.057,-26.146,270.868,0
-88.285,-26.146,270.835,0
-88.496,-26.147,270.802,0
-88.715,-26.137,270.78,0
-88.962,-26.138,270.758,0
-89.218,-26.139,270.736,0
-89.474,-26.129,270.703,0
-89.73,-26.13,270.67,0
-89.986,-26.131,270.615,0
-90.242,-26.121,270.56,0
-90.498,-26.122,270.483,0
-90.754,-26.123,270.406,0
-91.01,-26.124,270.341,0
-91.212,-26.125,270.275,0
-91.468,-26.126,270.187,0
-91.724,-26.127,270.099,0
-91.925,-26.128,270.033,0
-92.181,-26.129,269.956,0
-92.437,-26.13,269.868,0
-92.638,-26.131,269.802,0
-92.894,-26.132,269.714,0
-93.095,-26.132,269.659,0
-93.297,-26.133,269.604,0
-93.553,-26.134,269.517,0
-93.818,-26.135,269.451,0
-94.083,-26.136,269.396,0
-94.284,-26.148,269.374,0
-94.485,-26.149,269.341,0
-94.741,-26.15,269.308,0
-94.942,-26.151,269.264,0
-95.208,-26.152,269.22,0
-95.464,-26.164,269.165,0
-95.665,-26.165,269.143,0
-95.866,-26.166,269.121,0
-96.067,-26.166,269.11,0
-96.323,-26.178,269.099,0
-96.524,-26.179,269.088,0
-96.78,-26.18,269.055,0
-97.036,-26.192,269.022,0
-97.292,-26.193,268.978,0
-97.548,-26.194,268.967,0
-97.804,-26.207,268.967,0
-98.06,-26.208,268.989,0
-98.307,-26.22,269.033,0
-98.563,-26.221,269.088,0
-98.801,-26.222,269.143,0
-99.048,-26.223,269.198,0
-99.304,-26.235,269.275,0
-99.542,-26.236,269.374,0
-99.789,-26.237,269.495,0
-100.026,-26.238,269.615,0
-100.264,-26.239,269.747,0
-100.511,-26.24,269.868,0
-100.749,-26.252,269.989,0
-100.977,-26.241,270.132,0
-101.206,-26.242,270.286,0
-101.435,-26.243,270.439,0
-101.654,-26.244,270.582,0
-101.864,-26.245,270.714,0
-102.075,-26.246,270.846,0
-102.276,-26.235,270.978,0
-102.514,-26.236,271.154,0
-102.733,-26.226,271.351,0
-102.971,-26.227,271.527,0
-103.2,-26.217,271.703,0
-103.428,-26.207,271.857,0
-103.648,-26.208,272.043,0
-103.858,-26.197,272.252,0
-104.078,-26.187,272.45,0
-104.297,-26.177,272.626,0
-104.535,-26.167,272.791,0
-104.763,-26.157,272.988,0
-104.974,-26.146,273.23,0
-105.212,-26.125,273.483,0
-105.449,-26.115,273.757,0
-105.687,-26.105,274.054,0
-105.907,-26.084,274.373,0
-106.117,-26.062,274.702,0
-106.337,-26.041,275.043,0
-106.565,-26.02,275.405,0
-106.803,-25.998,275.779,0
-107.023,-25.977,276.174,0
-107.233,-25.945,276.57,0
-107.471,-25.923,276.965,0
-107.709,-25.891,277.328,0
-107.91,-25.87,277.614,0
-108.13,-25.837,277.987,0
-108.349,-25.805,278.372,0
-108.56,-25.773,278.767,0
-108.78,-25.74,279.141,0
-109.008,-25.697,279.569,0
-109.21,-25.664,279.899,0
