93.664,-423.170,159.994
93.738,-423.370,159.928
93.812,-423.571,159.928
93.886,-423.782,159.939
93.970,-424.005,159.884
94.044,-424.216,159.851
94.108,-424.417,159.862
94.182,-424.617,159.862
94.256,-424.839,159.840
94.330,-425.029,159.807
94.404,-425.229,159.785
94.469,-425.429,159.763
94.552,-425.641,159.719
94.626,-425.863,159.708
94.709,-426.086,159.708
94.793,-426.331,159.697
94.885,-426.565,159.697
94.978,-426.821,159.686
95.070,-427.065,159.653
95.163,-427.321,159.598
95.237,-427.522,159.554
95.302,-427.722,159.521
95.376,-427.933,159.489
95.450,-428.134,159.467
95.524,-428.334,159.456
95.598,-428.546,159.434
95.681,-428.757,159.412
95.765,-428.969,159.368
95.839,-429.180,159.313
95.922,-429.403,159.269
95.996,-429.614,159.225
96.079,-429.837,159.203
96.153,-430.059,159.170
96.236,-430.282,159.137
96.320,-430.505,159.104
96.403,-430.727,159.082
96.486,-430.961,159.049
96.579,-431.184,159.016
96.663,-431.406,158.994
96.746,-431.640,158.994
96.829,-431.874,159.005
96.922,-432.107,159.038
97.005,-432.341,159.093
97.098,-432.586,159.148
97.181,-432.820,159.203
97.274,-433.065,159.258
97.357,-433.298,159.313
97.459,-433.543,159.368
97.552,-433.788,159.423
97.635,-434.033,159.467
97.727,-434.278,159.510
97.820,-434.534,159.576
97.912,-434.790,159.631
98.005,-435.046,159.675
98.098,-435.291,159.719
98.181,-435.547,159.763
98.273,-435.803,159.796
98.366,-436.070,159.851
98.468,-436.326,159.895
98.560,-436.593,159.950
98.652,-436.860,160.005
98.745,-437.116,160.060
98.837,-437.383,160.104
98.939,-437.661,160.137
99.032,-437.928,160.181
99.124,-438.206,160.225
99.226,-438.474,160.280
99.318,-438.752,160.345
99.420,-439.030,160.400
99.512,-439.319,160.466
99.614,-439.597,160.532
99.697,-439.876,160.598
99.798,-440.165,160.675
99.891,-440.443,160.752
99.992,-440.732,160.829
100.084,-441.022,160.917
100.186,-441.311,160.983
100.251,-441.511,161.038
100.343,-441.800,161.115
100.407,-442.001,161.169
100.509,-442.290,161.257
100.574,-442.490,161.312
100.666,-442.779,161.400
100.730,-442.980,161.455
100.795,-443.180,161.510
100.887,-443.469,161.609
100.961,-443.669,161.664
101.026,-443.870,161.719
101.090,-444.070,161.774
101.182,-444.359,161.840
101.247,-444.571,161.895
101.302,-444.771,161.938
101.366,-444.971,162.004
101.431,-445.171,162.059
101.495,-445.371,162.125
101.560,-445.572,162.191
101.624,-445.772,162.246
101.689,-445.972,162.290
101.753,-446.172,162.345
101.808,-446.373,162.400
101.873,-446.573,162.444
101.937,-446.784,162.499
102.002,-446.984,162.532
102.057,-447.185,162.587
102.121,-447.396,162.642
102.186,-447.607,162.697
102.250,-447.818,162.740
102.315,-448.019,162.784
102.379,-448.230,162.817
102.444,-448.430,162.839
102.508,-448.642,162.850
102.600,-448.931,162.850
102.665,-449.131,162.817
102.720,-449.342,162.806
102.784,-449.543,162.795
102.848,-449.765,162.773
102.903,-449.976,162.740
102.968,-450.176,162.719
103.032,-450.388,162.675
103.087,-450.588,162.620
103.133,-450.799,162.587
103.197,-451.010,162.554
103.262,-451.211,162.521
103.316,-451.422,162.488
103.381,-451.633,162.455
103.464,-451.834,162.411
103.529,-452.045,162.367
103.593,-452.245,162.334
103.658,-452.457,162.279
103.722,-452.668,162.246
103.777,-452.868,162.202
103.842,-453.079,162.158
103.906,-453.291,162.114
103.971,-453.491,162.070
