-250.071,1137.883,350.629
-250.045,1137.683,349.629
-250.009,1137.472,348.530
-249.963,1137.272,347.487
-249.918,1137.072,346.377
-249.873,1136.861,345.223
-249.818,1136.649,344.037
-249.763,1136.438,342.762
-249.698,1136.227,341.510
-249.624,1136.015,340.203
-249.551,1135.804,338.961
-249.476,1135.604,337.665
-249.402,1135.414,336.434
-249.319,1135.214,335.083
-249.235,1135.013,333.644
-249.132,1134.824,332.128
-249.030,1134.623,330.601
-248.937,1134.434,329.238
-248.834,1134.255,327.766
-248.721,1134.077,326.206
-248.609,1133.909,324.503
-248.487,1133.730,322.712
-248.355,1133.563,320.845
-248.223,1133.395,318.977
-248.082,1133.227,317.109
-247.932,1133.059,315.231
-247.781,1132.902,313.473
-247.621,1132.745,311.836
-247.451,1132.599,310.221
-247.281,1132.442,308.639
-247.101,1132.296,307.068
-246.922,1132.161,305.486
-246.761,1132.037,304.124
-246.572,1131.913,302.520
-246.401,1131.801,301.157
-246.202,1131.676,299.696
-246.004,1131.563,298.466
-245.824,1131.462,297.708
-245.644,1131.360,297.257
-245.445,1131.247,296.884
-245.255,1131.156,296.389
-245.075,1131.065,295.631
-244.895,1130.964,294.609
-244.677,1130.861,293.049
-244.487,1130.782,291.588
-244.297,1130.702,290.182
-244.107,1130.633,288.831
-243.917,1130.565,287.611
-243.699,1130.496,286.567
-243.480,1130.427,285.974
-243.262,1130.369,285.524
-243.053,1130.300,285.007
-242.844,1130.243,284.458
-242.625,1130.185,283.898
-242.416,1130.127,283.381
-242.216,1130.080,282.909
-242.017,1130.034,282.480
-241.817,1129.987,282.096
-241.617,1129.941,281.700
-241.399,1129.894,281.272
-241.189,1129.847,280.865
-240.980,1129.801,280.415
-240.780,1129.765,280.063
-240.581,1129.730,279.657
-240.381,1129.694,279.272
-240.181,1129.659,278.910
