x,y,heading,curvature,signed_curvature,dist_origin,p2p_distance,direction
144.815,-509.84300000000002,341.43299999999999,0.03578255285279356,-0.03578255285279356,0,0,1
144.65914319991322,-509.36791527147057,342.13348940350511,0.013119645197387656,-0.013119645197387656,0.5,0.49999684140521772,1
144.50640537705388,-508.89181539096046,342.18474614440595,0.0095411568113542081,0.0095411568113542081,1,0.49999993875354282,1
144.35231461814578,-508.41615203864353,341.93024068023897,0.0073482672234685123,0.0073482672234685123,1.5,0.49999958671808098,1
144.19647725082413,-507.94105779626852,341.76419530551129,0.0042438183896365191,0.0042438183896365191,2,0.49999982419159505,1
144.03997474442207,-507.46618210683459,341.82773450929778,0.0099940506505740486,-0.0099940506505740486,2.5,0.49999995492547555,1
143.8858486126295,-506.99053154956016,342.33939360501444,0.025727724610046958,-0.025727724610046958,3,0.49999831713398746,1
143.73769850109895,-506.51298920662856,343.17008121586161,0.019907116174221272,-0.019907116174221272,3.5,0.49999514481554413,1
143.59392789228588,-506.03410521857074,343.24225685726185,0.014868160195558412,0.014868160195558412,4,0.49999986197662111,1
143.44661029975123,-505.55630602207685,342.33752597882017,0.040452327016866338,0.040452327016866338,4.5,0.49999454521065734,1
143.2911776958442,-505.08108302114567,341.56980533525336,0.013147574994339864,0.013147574994339864,5,0.49999619495687792,1
143.1326228194057,-504.60688866727372,341.58402451012347,0.014140054759933884,-0.014140054759933884,5.5,0.49999993408646115,1
142.97617759870053,-504.13199479405722,341.91518958482118,0.008000100981169907,-0.008000100981169907,6,0.49999929789956576,1
142.821632956667,-503.65647839349009,342.0419494192131,0.00084927536800383913,-0.00084927536800383913,6.5,0.49999989358957964,1
142.66743124414054,-503.180850565931,342.04200879817665,0.0020660407286500178,-0.0020660407286500178,7,0.49999999849467597,1
142.5137424089061,-502.70505689874398,342.18257160479641,0.0077471014657962247,-0.0077471014657962247,7.5,0.49999987181097727,1
142.36183823823291,-502.22869079936106,342.43597181480209,0.0053397786906389296,-0.0053397786906389296,8,0.49999953770898942,1
142.21106878243899,-501.75196388725033,342.40139507651764,0.0077538476900555582,0.0077538476900555582,8.5,0.49999997753103054,1
142.0584544901657,-501.27582545619822,341.99763855253764,0.017395240857112075,0.017395240857112075,9,0.49999892772968746,1
141.90247884239517,-500.80077693419378,341.72324033535824,0.0017617780177871765,0.0017617780177871765,9.5,0.49999950095579332,1
141.74608467547657,-500.32586572940932,341.89668485466274,0.0138706786128533,-0.0138706786128533,10,0.49999978787594773,1
141.59243529634654,-499.85006012760135,342.25321224676998,0.0049946823933230645,-0.0049946823933230645,10.5,0.49999910241807577,1
141.43995525696661,-499.3738776506467,342.15473456548386,0.011870005723873957,0.011870005723873957,11,0.49999991376795949,1
141.28471426795008,-498.89859000640564,341.6378117850391,0.015689118447248001,0.015689118447248001,11.5,0.49999810943547734,1
141.12616490683001,-498.42439393194917,341.48640512536861,0.0051184147840670699,-0.0051184147840670699,12,0.49999981694147572,1
140.96883006015972,-497.94979467636063,341.93111056205106,0.025928748997206819,-0.025928748997206819,12.5,0.49999870738029423,1
140.81640955531159,-497.47359502540218,342.46154814134377,0.006461642658811953,-0.006461642658811953,13,0.49999811786756326,1
140.66552519839348,-496.9969046888632,342.2927179370343,0.018248850180334113,0.018248850180334113,13.5,0.49999976611218305,1
140.51105588243391,-496.52136586687408,341.72781838000685,0.018174069370325861,0.018174069370325861,14,0.49999794078757709,1
140.35227359678191,-496.0472490243065,341.25741325940203,0.014666432902402344,0.014666432902402344,14.5,0.49999859464115037,1
140.19007151107763,-495.57429052210762,340.93983835089648,0.0012142774419144472,0.0012142774419144472,15,0.49999926140847933,1
140.0278523823084,-495.10133826048667,341.3429799128985,0.029363653751962929,-0.029363653751962929,15.5,0.499998887509781,1
139.87250699492722,-494.6260927762595,342.51361492860514,0.034640265096159091,-0.034640265096159091,16,0.49999045956790772,1
139.7242617090896,-494.14857547690031,342.73575840489627,0.019127295172190344,0.019127295172190344,16.5,0.49999943596005531,1
139.57153999130267,-493.67248123498632,341.52605456859658,0.044874438507743614,0.044874438507743614,17,0.49998965016032293,1
139.40975611258,-493.19938115702712,340.95385696971385,0.0049189686427558391,-0.0049189686427558391,17.5,0.49999770717429881,1
